director_name,duration,genres,movie_title,language,budget,imdb_score
Mike Mitchell,100.0,Adventure|Comedy|Family|Sci-Fi,Sky High ,English,35000000.0,6.2
Frank Oz,90.0,Comedy,In & Out ,English,35000000.0,6.3
Roger Donaldson,108.0,Action|Horror|Sci-Fi|Thriller,Species ,English,35000000.0,5.8
Wes Craven,101.0,Horror,A Nightmare on Elm Street ,English,1800000.0,7.5
Tarsem Singh,109.0,Horror|Sci-Fi|Thriller,The Cell ,English,33000000.0,6.3
Randall Wallace,132.0,Action|Adventure,The Man in the Iron Mask ,English,35000000.0,6.4
Randall Wallace,123.0,Biography|Drama|Family|History|Sport,Secretariat ,English,35000000.0,7.2
Kevin Munroe,87.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,TMNT ,English,34000000.0,6.3
Michael Tollin,109.0,Biography|Drama|Sport,Radio ,English,35000000.0,6.9
Will Gluck,109.0,Comedy|Romance,Friends with Benefits ,English,35000000.0,6.6
Nicholas Stoller,92.0,Comedy,Neighbors 2: Sorority Rising ,English,35000000.0,6.0
John Lee Hancock,125.0,Biography|Comedy|Drama|History|Music,Saving Mr. Banks ,English,35000000.0,7.5
Judd Apatow,134.0,Comedy,This Is 40 ,English,35000000.0,6.2
Walt Becker,88.0,Comedy|Family,Old Dogs ,English,35000000.0,5.4
Patrick Tatopoulos,92.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Underworld: Rise of the Lycans ,English,35000000.0,6.6
Ken Kwapis,91.0,Comedy|Romance,License to Wed ,English,35000000.0,5.3
Dennis Dugan,75.0,Comedy|Romance|Sport,The Benchwarmers ,English,33000000.0,5.6
Gary David Goldberg,98.0,Comedy|Romance,Must Love Dogs ,English,30000000.0,5.9
Mike Newell,147.0,Biography|Crime|Drama,Donnie Brasco ,English,35000000.0,7.8
Paul W.S. Anderson,100.0,Action|Horror|Sci-Fi,Resident Evil ,English,33000000.0,6.7
Tobe Hooper,120.0,Fantasy|Horror,Poltergeist ,English,10700000.0,7.4
Ethan Coen,104.0,Comedy|Crime|Thriller,The Ladykillers ,English,35000000.0,6.2
John Moore,103.0,Action|Crime|Drama|Mystery|Thriller,Max Payne ,English,35000000.0,5.4
Andrew Niccol,109.0,Action|Sci-Fi|Thriller,In Time ,English,40000000.0,6.7
Alan Poul,104.0,Comedy|Romance,The Back-up Plan ,English,35000000.0,5.3
Luke Greenfield,112.0,Comedy|Drama|Romance,Something Borrowed ,English,35000000.0,5.9
Gil Junger,95.0,Adventure|Comedy|Fantasy,Black Knight ,English,50000000.0,4.8
Steven E. de Souza,102.0,Action|Adventure|Comedy|Thriller,Street Fighter ,English,35000000.0,3.8
Roman Polanski,150.0,Biography|Drama|War,The Pianist ,English,35000000.0,8.5
Albert Hughes,122.0,Horror|Mystery|Thriller,From Hell ,English,35000000.0,6.8
Catherine Hardwicke,101.0,Drama|Family|Fantasy,The Nativity Story ,English,30000000.0,6.8
Jaume Collet-Serra,108.0,Horror,House of Wax ,English,30000000.0,5.3
Mike Nichols,98.0,Drama|Romance,Closer ,English,27000000.0,7.3
Clint Eastwood,137.0,Biography|Crime|Drama,J. Edgar ,English,35000000.0,6.6
Alexandre Aja,112.0,Horror|Mystery,Mirrors ,English,35000000.0,6.2
Michael Rymer,101.0,Drama|Fantasy|Horror,Queen of the Damned ,English,35000000.0,5.2
Stephen Hopkins,103.0,Action|Horror|Sci-Fi,Predator 2 ,English,35000000.0,6.2
Gregory Hoblit,101.0,Crime|Drama|Thriller,Untraceable ,English,35000000.0,6.2
Hugh Wilson,112.0,Comedy|Drama|Romance|Sci-Fi,Blast from the Past ,English,35000000.0,6.6
Mike Hodges,111.0,Action|Adventure|Sci-Fi,Flash Gordon ,English,20000000.0,6.4
Kevin Smith,102.0,Comedy|Drama|Romance,Jersey Girl ,English,35000000.0,6.2
Rob Cohen,101.0,Action|Crime|Mystery|Thriller,Alex Cross ,English,35000000.0,5.1
Clint Eastwood,155.0,Crime|Drama|Mystery|Thriller,Midnight in the Garden of Good and Evil ,English,30000000.0,6.6
Scott Mann,93.0,Action|Crime|Thriller,Heist ,English,19000000.0,6.1
Susanna White,109.0,Comedy|Family|Fantasy,Nanny McPhee Returns ,English,35000000.0,6.1
Danny DeVito,140.0,Biography|Crime|Drama,Hoffa ,English,35000000.0,6.6
Chris Carter,108.0,Drama|Mystery|Sci-Fi|Thriller,The X Files: I Want to Believe ,English,30000000.0,5.9
Tommy O'Haver,96.0,Comedy|Family|Fantasy|Romance,Ella Enchanted ,English,35000000.0,6.3
Peter Landesman,123.0,Biography|Drama|Sport,Concussion ,English,35000000.0,7.1
John Singleton,106.0,Action|Mystery|Thriller,Abduction ,English,35000000.0,5.0
Gary Chapman,76.0,Adventure|Animation|Comedy|Family|War,Valiant ,English,35000000.0,5.6
Curtis Hanson,107.0,Comedy|Drama,Wonder Boys ,English,55000000.0,7.4
Craig Mazin,82.0,Action|Comedy|Sci-Fi|Thriller,Superhero Movie ,English,35000000.0,4.5
Allen Hughes,109.0,Crime|Drama|Thriller,Broken City ,English,35000000.0,6.2
Wes Craven,99.0,Comedy|Horror,Cursed ,English,35000000.0,5.0
David Koepp,91.0,Action|Crime|Thriller,Premium Rush ,English,35000000.0,6.5
Anne Fletcher,87.0,Action|Comedy|Crime,Hot Pursuit ,English,35000000.0,5.1
Shekhar Kapur,125.0,Adventure|Drama|Romance|War,The Four Feathers ,English,35000000.0,6.5
Taylor Hackford,118.0,Action|Crime|Romance|Thriller,Parker ,English,35000000.0,6.2
Richard Loncraine,98.0,Comedy|Romance|Sport,Wimbledon ,English,31000000.0,6.3
Roger Kumble,92.0,Comedy|Family,Furry Vengeance ,English,35000000.0,3.8
Kimble Rendall,93.0,Action|Horror|Sci-Fi,Bait ,English,30000000.0,5.2
Peter Yates,116.0,Action|Adventure|Fantasy,Krull ,English,27000000.0,6.0
Robert Redford,92.0,Drama|Thriller|War,Lions for Lambs ,English,35000000.0,6.2
John Milius,115.0,Action|Drama|Thriller|War,Flight of the Intruder ,English,35000000.0,5.7
Jake Kasdan,120.0,Comedy|Music,Walk Hard: The Dewey Cox Story ,English,35000000.0,6.7
Lasse Hallström,111.0,Drama,The Shipping News ,English,35000000.0,6.8
Les Mayfield,94.0,Action|Western,American Outlaws ,English,35000000.0,6.0
Jean-Marc Vallée,100.0,Biography|Drama|History|Romance,The Young Victoria ,English,35000000.0,7.3
Dominic Sena,101.0,Action|Crime|Mystery|Thriller,Whiteout ,English,35000000.0,5.5
Terrence Malick,139.0,Drama|Fantasy,The Tree of Life ,English,32000000.0,6.7
Hark Tsui,91.0,Action|Comedy|Thriller,Knock Off ,English,35000000.0,4.8
David Ayer,109.0,Action|Crime|Drama|Thriller,Sabotage ,English,35000000.0,5.7
Brian Helgeland,102.0,Action|Mystery|Thriller,The Order ,English,38000000.0,5.1
Lexi Alexander,103.0,Action|Crime|Drama|Thriller,Punisher: War Zone ,English,35000000.0,6.0
Peter Hewitt,83.0,Action|Adventure|Family|Sci-Fi,Zoom ,English,35000000.0,4.2
Robert Zemeckis,123.0,Adventure|Biography|Drama|Thriller,The Walk ,English,35000000.0,7.4
Ronny Yu,101.0,Action|Adventure|Fantasy,Warriors of Virtue ,English,35000000.0,4.6
Ridley Scott,117.0,Comedy|Drama|Romance,A Good Year ,English,35000000.0,6.9
Richard Donner,114.0,Drama,Radio Flyer ,English,35000000.0,6.9
Bille August,121.0,Action|Drama|Sci-Fi|Thriller,Smilla's Sense of Snow ,English,35000000.0,6.4
Brian De Palma,114.0,Crime|Drama|Mystery|Thriller,Femme Fatale ,English,35000000.0,6.3
Ang Lee,148.0,Drama|Romance|War|Western,Ride with the Devil ,English,35000000.0,6.8
Joachim Rønning,93.0,Action|Comedy|Crime|Western,Bandidas ,English,32000000.0,5.7
Wes Ball,113.0,Action|Mystery|Sci-Fi|Thriller,The Maze Runner ,English,34000000.0,6.8
Ken Scott,91.0,Comedy,Unfinished Business ,English,35000000.0,5.4
Martin Scorsese,139.0,Drama|Romance,The Age of Innocence ,English,30000000.0,7.2
Darren Aronofsky,96.0,Drama|Sci-Fi,The Fountain ,English,35000000.0,7.3
Hugh Johnson,102.0,Action|Adventure|Comedy|Drama|Thriller,Chill Factor ,English,34000000.0,5.2
Simon West,96.0,Action|Crime|Drama|Thriller,Stolen ,English,35000000.0,5.5
Hayao Miyazaki,101.0,Adventure|Animation|Family|Fantasy,Ponyo ,Japanese,34000000.0,7.7
George Tillman Jr.,128.0,Drama|Romance,The Longest Ride ,English,34000000.0,7.1
Rand Ravich,109.0,Drama|Sci-Fi|Thriller,The Astronaut's Wife ,English,34000000.0,5.3
Hugh Hudson,114.0,Adventure|Drama|Romance,I Dreamed of Africa ,English,34000000.0,5.6
Gabriele Muccino,105.0,Comedy|Romance|Sport,Playing for Keeps ,English,35000000.0,5.7
Justin Chadwick,141.0,Biography|Drama|History,Mandela: Long Walk to Freedom ,English,35000000.0,7.1
Rob Reiner,138.0,Drama|Thriller,A Few Good Men ,English,40000000.0,7.6
Andrzej Bartkowiak,101.0,Action|Comedy|Crime|Drama|Thriller,Exit Wounds ,English,33000000.0,5.5
Raja Gosnell,99.0,Action|Comedy|Crime,Big Momma's House ,English,30000000.0,5.1
Jeremy Degruson,85.0,Adventure|Animation|Comedy|Family|Fantasy,Thunder and the House of Magic ,English,34000000.0,6.3
Chris Gorak,89.0,Action|Adventure|Horror|Sci-Fi|Thriller,The Darkest Hour ,English,30000000.0,4.9
Scott Speer,99.0,Drama|Music|Romance,Step Up Revolution ,English,33000000.0,6.5
David R. Ellis,105.0,Action|Adventure|Crime|Drama|Thriller,Snakes on a Plane ,English,33000000.0,5.6
Joe Charbanic,97.0,Crime|Horror|Mystery|Thriller,The Watcher ,English,33000000.0,5.3
Jonathan Hensleigh,140.0,Action|Crime|Drama|Thriller,The Punisher ,English,33000000.0,6.5
Danny Cannon,118.0,Drama|Romance|Sport,Goal! The Dream Begins ,English,10000000.0,6.8
Boaz Yakin,94.0,Action|Crime|Thriller,Safe ,English,30000000.0,6.5
Mike Newell,124.0,Comedy|Drama|Romance,Pushing Tin ,English,38000000.0,6.0
Richard Marquand,134.0,Action|Adventure|Fantasy|Sci-Fi,Star Wars: Episode VI - Return of the Jedi ,English,32500000.0,8.4
Neil Marshall,113.0,Action|Sci-Fi|Thriller,Doomsday ,English,30000000.0,6.0
Stephen Daldry,124.0,Drama|Romance,The Reader ,English,32000000.0,7.6
Jon Favreau,97.0,Comedy|Family|Fantasy|Romance,Elf ,English,33000000.0,6.9
Jon Turteltaub,123.0,Drama|Fantasy|Romance|Sci-Fi,Phenomenon ,English,32000000.0,6.4
Brian Levant,99.0,Adventure|Comedy|Family|Sport,Snow Dogs ,English,35000000.0,5.1
Richard Donner,101.0,Comedy|Drama|Fantasy,Scrooged ,English,32000000.0,7.0
Jared Hess,92.0,Comedy|Family|Sport,Nacho Libre ,English,32000000.0,5.7
Paul Feig,131.0,Comedy|Romance,Bridesmaids ,English,32500000.0,6.8
Evan Goldberg,107.0,Comedy|Fantasy,This Is the End ,English,32000000.0,6.7
Rupert Wainwright,103.0,Horror,Stigmata ,English,29000000.0,6.2
George Tillman Jr.,129.0,Biography|Drama,Men of Honor ,English,32000000.0,7.2
John Luessenhop,107.0,Action|Crime|Thriller,Takers ,English,20000000.0,6.2
Justin Zackham,89.0,Comedy,The Big Wedding ,English,35000000.0,5.6
John Whitesell,113.0,Action|Comedy|Crime,"Big Mommas: Like Father, Like Son ",English,32000000.0,4.4
Duncan Jones,93.0,Mystery|Sci-Fi|Thriller,Source Code ,English,32000000.0,7.5
Frank Marshall,120.0,Adventure|Biography|Drama|Thriller,Alive ,English,32000000.0,7.1
Joel Schumacher,98.0,Mystery|Thriller,The Number 23 ,English,32000000.0,6.4
Jean-Pierre Jeunet,105.0,Action|Adventure|Drama|Family,The Young and Prodigious T.S. Spivet ,English,33000000.0,7.1
Steven Spielberg,142.0,Action|Comedy|War,1941 ,English,35000000.0,5.9
John Gatins,98.0,Drama|Family|Sport,Dreamer: Inspired by a True Story ,English,32000000.0,6.9
David Cronenberg,96.0,Crime|Drama|Thriller,A History of Violence ,English,32000000.0,7.5
Louis Leterrier,87.0,Action|Crime|Thriller,Transporter 2 ,English,32000000.0,6.3
Sam Raimi,107.0,Action|Thriller|Western,The Quick and the Dead ,English,32000000.0,6.4
Peter Howitt,90.0,Comedy|Romance,Laws of Attraction ,English,28000000.0,5.9
Martin Scorsese,121.0,Drama|Thriller,Bringing Out the Dead ,English,55000000.0,6.8
Miguel Sapochnik,119.0,Action|Crime|Sci-Fi|Thriller,Repo Men ,English,32000000.0,6.3
Hyung-rae Shim,107.0,Action|Drama|Fantasy|Horror|Thriller,Dragon Wars: D-War ,English,35000000.0,3.6
Norman Jewison,110.0,Comedy|Family|Fantasy,Bogus ,English,30000000.0,5.3
Don Scardino,100.0,Comedy,The Incredible Burt Wonderstone ,English,30000000.0,5.9
Mark Dindal,75.0,Animation|Comedy|Family|Fantasy|Musical,Cats Don't Dance ,English,32000000.0,6.9
Tim Robbins,132.0,Drama,Cradle Will Rock ,English,32000000.0,6.9
Steven Soderbergh,105.0,Drama|Mystery|Thriller,The Good German ,English,32000000.0,6.1
Tom Reeve,93.0,Action|Adventure|Comedy|Fantasy|Romance,George and the Dragon ,English,32000000.0,5.7
Nanette Burstein,102.0,Comedy|Romance,Going the Distance ,English,32000000.0,6.3
Stephen Herek,143.0,Drama|Music,Mr. Holland's Opus ,English,6500000.0,7.3
Ariel Vromen,113.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Criminal ,English,31500000.0,6.3
Robert Zemeckis,138.0,Drama|Thriller,Flight ,English,31000000.0,7.3
Lewis Gilbert,126.0,Action|Adventure|Sci-Fi|Thriller,Moonraker ,English,34000000.0,6.3
Wes Anderson,99.0,Adventure|Comedy|Crime|Drama,The Grand Budapest Hotel ,English,25000000.0,8.1
Scott Hicks,101.0,Drama|Mystery,Hearts in Atlantis ,English,31000000.0,6.9
Frank Marshall,103.0,Comedy|Fantasy|Horror|Thriller,Arachnophobia ,English,31000000.0,6.3
Gregory Hoblit,118.0,Crime|Drama|Mystery|Sci-Fi|Thriller,Frequency ,English,31000000.0,7.3
John Francis Daley,99.0,Adventure|Comedy,Vacation ,English,31000000.0,6.1
Barry Sonnenfeld,105.0,Comedy|Crime|Thriller,Get Shorty ,English,30250000.0,6.9
Rob Marshall,113.0,Comedy|Crime|Musical,Chicago ,English,45000000.0,7.2
Dennis Dugan,93.0,Comedy|Drama,Big Daddy ,English,34200000.0,6.4
J.B. Rogers,108.0,Comedy,American Pie 2 ,English,30000000.0,6.4
John Lasseter,74.0,Adventure|Animation|Comedy|Family|Fantasy,Toy Story ,English,30000000.0,8.3
Jan de Bont,116.0,Action|Adventure|Crime|Thriller,Speed ,English,25000000.0,7.2
Michael Sucsy,104.0,Drama|Romance,The Vow ,English,30000000.0,6.8
Tom Vaughan,106.0,Drama,Extraordinary Measures ,English,31000000.0,6.5
Boaz Yakin,120.0,Biography|Drama|Sport,Remember the Titans ,English,30000000.0,7.8
John McTiernan,135.0,Action|Adventure|Thriller,The Hunt for Red October ,English,30000000.0,7.6
Lee Daniels,132.0,Biography|Drama,Lee Daniels' The Butler ,English,30000000.0,7.2
Rawson Marshall Thurber,92.0,Comedy|Sport,Dodgeball: A True Underdog Story ,English,20000000.0,6.7
Barry Sonnenfeld,99.0,Comedy|Fantasy,The Addams Family ,English,38000000.0,6.8
Steve Oedekerk,90.0,Adventure|Comedy,Ace Ventura: When Nature Calls ,English,30000000.0,6.3
Garry Marshall,111.0,Comedy|Family|Romance,The Princess Diaries ,English,37000000.0,6.2
Hugh Wilson,103.0,Comedy,The First Wives Club ,English,26000000.0,6.2
David Fincher,127.0,Crime|Drama|Mystery|Thriller,Se7en ,English,33000000.0,8.6
Neill Blomkamp,112.0,Action|Sci-Fi|Thriller,District 9 ,English,30000000.0,8.0
Stephen Hillenburg,87.0,Adventure|Animation|Comedy|Family|Fantasy,The SpongeBob SquarePants Movie ,English,30000000.0,7.0
Clint Eastwood,138.0,Crime|Drama|Mystery|Thriller,Mystic River ,English,25000000.0,8.0
Clint Eastwood,132.0,Drama|Sport,Million Dollar Baby ,English,30000000.0,8.1
Harold Ramis,103.0,Comedy|Crime,Analyze This ,English,30000000.0,6.7
Nick Cassavetes,123.0,Drama|Romance,The Notebook ,English,29000000.0,7.9
Anne Fletcher,111.0,Comedy|Romance,27 Dresses ,English,30000000.0,6.1
Peter Chelsom,102.0,Comedy|Drama|Family|Music|Romance,Hannah Montana: The Movie ,English,30000000.0,4.2
Stig Bergqvist,78.0,Adventure|Animation|Comedy|Family|Romance,Rugrats in Paris: The Movie ,English,30000000.0,6.1
Barbra Streisand,132.0,Drama|Romance,The Prince of Tides ,English,30000000.0,6.6
Edward Zwick,133.0,Drama|Romance|War|Western,Legends of the Fall ,English,30000000.0,7.5
Jason Reitman,108.0,Drama|Romance,Up in the Air ,English,25000000.0,7.4
Alexander Payne,125.0,Comedy|Drama,About Schmidt ,English,30000000.0,7.2
Jonathan Levine,98.0,Comedy|Horror|Romance,Warm Bodies ,English,35000000.0,6.9
Rian Johnson,119.0,Action|Crime|Drama|Sci-Fi|Thriller,Looper ,English,30000000.0,7.4
Chris Weitz,87.0,Comedy|Fantasy,Down to Earth ,English,30000000.0,5.4
Chris Noonan,91.0,Comedy|Drama|Family,Babe ,English,30000000.0,6.8
David Frankel,100.0,Comedy|Drama|Romance,Hope Springs ,English,30000000.0,6.3
Nicholas Stoller,118.0,Comedy|Drama|Romance,Forgetting Sarah Marshall ,English,30000000.0,7.2
John Singleton,109.0,Action|Crime|Drama|Mystery|Thriller,Four Brothers ,English,45000000.0,6.9
Michael McCullers,99.0,Comedy|Romance,Baby Mama ,English,30000000.0,6.0
Forest Whitaker,114.0,Drama|Romance,Hope Floats ,English,30000000.0,5.9
Gary Winick,89.0,Comedy|Romance,Bride Wars ,English,30000000.0,5.4
Steven Brill,95.0,Adventure|Comedy|Mystery,Without a Paddle ,English,19000000.0,5.9
Gary Winick,98.0,Comedy|Fantasy|Romance,13 Going on 30 ,English,37000000.0,6.1
Woody Allen,94.0,Comedy|Fantasy|Romance,Midnight in Paris ,English,17000000.0,7.7
Peter Lepeniotis,85.0,Adventure|Animation|Comedy|Family,The Nut Job ,English,42000000.0,5.8
Ted Demme,124.0,Biography|Crime|Drama,Blow ,English,30000000.0,7.6
Luis Mandoki,131.0,Drama|Romance,Message in a Bottle ,English,55000000.0,6.1
William Shatner,107.0,Action|Adventure|Sci-Fi|Thriller,Star Trek V: The Final Frontier ,English,27800000.0,5.4
John Schultz,99.0,Comedy|Family|Fantasy|Sport,Like Mike ,English,30000000.0,5.1
Peter Segal,83.0,Comedy|Crime,Naked Gun 33 1/3: The Final Insult ,English,30000000.0,6.4
John Glen,131.0,Action|Adventure|Thriller,A View to a Kill ,English,30000000.0,6.3
Steve Box,85.0,Animation|Comedy|Family|Mystery|Sci-Fi,The Curse of the Were-Rabbit ,English,30000000.0,7.5
Richard LaGravenese,126.0,Drama|Romance,P.S. I Love You ,English,30000000.0,7.1
Joe Wright,123.0,Drama|Mystery|Romance|War,Atonement ,English,30000000.0,7.8
Gary Winick,105.0,Comedy|Drama|Romance,Letters to Juliet ,English,30000000.0,6.5
Ridley Scott,125.0,Action|Crime|Thriller,Black Rain ,English,30000000.0,6.6
Tim Burton,77.0,Animation|Drama|Family|Fantasy|Musical|Romance,Corpse Bride ,English,40000000.0,7.4
Denis Villeneuve,121.0,Action|Crime|Drama|Mystery|Thriller,Sicario ,English,30000000.0,7.6
Antoine Fuqua,124.0,Drama|Sport,Southpaw ,English,30000000.0,7.5
Sam Raimi,99.0,Horror|Thriller,Drag Me to Hell ,English,30000000.0,6.6
Lee Toland Krieger,112.0,Drama|Fantasy|Romance,The Age of Adaline ,English,25000000.0,7.2
Tim McCanlies,111.0,Comedy|Drama|Family,Secondhand Lions ,English,30000000.0,7.6
Jon M. Chu,107.0,Drama|Music|Romance,Step Up 3D ,English,30000000.0,6.2
John Stockwell,104.0,Drama|Romance|Sport,Blue Crush ,English,30000000.0,5.6
Marc Forster,113.0,Comedy|Drama|Fantasy|Romance,Stranger Than Fiction ,English,38000000.0,7.6
David Slade,113.0,Horror,30 Days of Night ,English,32000000.0,6.6
Drew Goddard,95.0,Fantasy|Horror|Mystery|Thriller,The Cabin in the Woods ,English,30000000.0,7.0
Martin Brest,126.0,Action|Comedy|Crime|Thriller,Midnight Run ,English,30000000.0,7.6
Paul Michael Glaser,101.0,Action|Crime|Sci-Fi|Thriller,The Running Man ,English,27000000.0,6.6
Frank Oz,102.0,Comedy|Horror|Musical|Sci-Fi,Little Shop of Horrors ,English,25000000.0,6.9
Joe Wright,111.0,Action|Drama|Thriller,Hanna ,English,30000000.0,6.8
John R. Leonetti,95.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,Mortal Kombat: Annihilation ,English,30000000.0,3.7
Tom Hanks,98.0,Comedy|Drama|Romance,Larry Crowne ,English,30000000.0,6.1
Kimberly Peirce,100.0,Drama|Fantasy|Horror,Carrie ,English,30000000.0,5.9
Liz Friedlander,118.0,Drama|Music,Take the Lead ,English,30000000.0,6.7
Phil Joanou,125.0,Crime|Drama|Sport,Gridiron Gang ,English,30000000.0,6.9
Sam Weisman,94.0,Comedy|Crime,What's the Worst That Could Happen? ,English,45000000.0,5.5
Shane Acker,79.0,Action|Adventure|Animation|Drama|Mystery|Sci-Fi|Thriller,9 ,English,30000000.0,7.1
Steven Soderbergh,106.0,Crime|Drama|Thriller,Side Effects ,English,30000000.0,7.1
Stephen J. Anderson,63.0,Adventure|Animation|Comedy|Family|Musical,Winnie the Pooh ,English,30000000.0,7.3
Warren Beatty,108.0,Comedy|Drama|Romance,Bulworth ,English,30000000.0,6.8
Tate Taylor,139.0,Biography|Drama|Music,Get on Up ,English,30000000.0,6.9
Carl Franklin,127.0,Drama,One True Thing ,English,30000000.0,7.0
Brett Leonard,106.0,Action|Crime|Sci-Fi|Thriller,Virtuosity ,English,30000000.0,5.5
Ivan Reitman,95.0,Comedy|Romance|Sci-Fi,My Super Ex-Girlfriend ,English,30000000.0,5.1
Scott Derrickson,118.0,Horror|Mystery|Thriller,Deliver Us from Evil ,English,30000000.0,6.2
Alister Grierson,108.0,Adventure|Drama|Thriller,Sanctum ,English,30000000.0,5.9
Nick Hurran,105.0,Comedy|Drama|Romance,Little Black Book ,English,35000000.0,5.2
Nicholas Stoller,131.0,Comedy|Romance,The Five-Year Engagement ,English,30000000.0,6.2
Charles Stone III,104.0,Comedy|Drama|Romance|Sport,Mr 3000 ,English,30000000.0,5.5
Paul Haggis,133.0,Crime|Drama|Romance|Thriller,The Next Three Days ,English,35000000.0,7.4
Kurt Wimmer,94.0,Action|Horror|Sci-Fi|Thriller,Ultraviolet ,English,30000000.0,4.4
Jean-François Richet,109.0,Action|Crime|Drama|Thriller,Assault on Precinct 13 ,English,20000000.0,6.3
Antoine Fuqua,96.0,Action|Crime|Thriller,The Replacement Killers ,English,30000000.0,6.1
Kevin Hooks,105.0,Action|Adventure|Crime|Drama|Romance,Fled ,English,25000000.0,5.3
Ellory Elkayem,99.0,Action|Comedy|Horror,Eight Legged Freaks ,English,30000000.0,5.4
Edward Zwick,112.0,Comedy|Drama|Romance,Love & Other Drugs ,English,30000000.0,6.7
Jon Avnet,108.0,Crime|Drama|Mystery|Thriller,88 Minutes ,English,30000000.0,5.9
Niki Caro,126.0,Drama,North Country ,English,35000000.0,7.3
Howard Deutch,98.0,Comedy|Crime|Thriller,The Whole Ten Yards ,English,40000000.0,5.5
Vincenzo Natali,104.0,Drama|Horror|Sci-Fi,Splice ,English,26000000.0,5.8
Willard Huyck,110.0,Action|Adventure|Comedy|Romance|Sci-Fi,Howard the Duck ,English,35000000.0,4.6
Gavin O'Connor,130.0,Crime|Drama|Thriller,Pride and Glory ,English,30000000.0,6.7
Bruce Hunt,93.0,Adventure|Horror|Thriller,The Cave ,English,30000000.0,5.1
Rob Reiner,96.0,Comedy|Romance,Alex & Emma ,English,30000000.0,5.6
Paul McGuigan,114.0,Drama|Mystery|Romance|Thriller,Wicker Park ,English,30000000.0,7.0
Craig Gillespie,106.0,Comedy|Horror,Fright Night ,English,30000000.0,6.4
Terrence Malick,150.0,Biography|Drama|History|Romance,The New World ,English,30000000.0,6.7
Chris Roberts,100.0,Action|Adventure|Sci-Fi,Wing Commander ,English,30000000.0,4.1
Neil Jordan,100.0,Drama|Fantasy|Thriller,In Dreams ,English,30000000.0,5.5
Jee-woon Kim,107.0,Action|Crime|Thriller,The Last Stand ,English,45000000.0,6.4
Nick Hamm,102.0,Drama|Horror|Sci-Fi|Thriller,Godsend ,English,25000000.0,4.8
Andy Cadiff,101.0,Comedy|Romance,Chasing Liberty ,English,23000000.0,6.1
Mike Disa,86.0,Animation|Comedy|Family,Hoodwinked Too! Hood vs. Evil ,English,30000000.0,4.8
Lasse Hallström,108.0,Drama,An Unfinished Life ,English,30000000.0,7.0
Terry Gilliam,123.0,Adventure|Fantasy|Mystery,The Imaginarium of Doctor Parnassus ,English,40000000.0,6.8
Brad Furman,88.0,Crime|Thriller,Runner Runner ,English,30000000.0,5.6
Peter Howitt,109.0,Action|Crime|Drama|Thriller,Antitrust ,English,30000000.0,6.1
Edward Zwick,122.0,Drama|History|War,Glory ,English,18000000.0,7.9
Niels Arden Oplev,118.0,Action|Crime|Drama|Thriller,Dead Man Down ,English,30000000.0,6.5
Michael Radford,131.0,Drama|Romance,The Merchant of Venice ,English,18000000.0,7.1
Neil Jordan,109.0,Action|Crime|Drama|Romance|Thriller,The Good Thief ,English,25000000.0,6.6
Chris Noonan,88.0,Biography|Drama|Romance,Miss Potter ,English,30000000.0,7.0
Kaige Chen,103.0,Action|Drama|Fantasy,The Promise ,Mandarin,60000000.0,5.6
Corey Yuen,87.0,Action|Adventure,DOA: Dead or Alive ,English,21000000.0,4.8
Li Zhang,121.0,Action|Adventure|Drama|History|War,1911 ,Mandarin,18000000.0,6.0
Simon West,92.0,Action|Crime|Drama|Thriller,Wild Card ,English,30000000.0,5.6
Marc Forster,129.0,Action|Biography|Crime|Drama,Machine Gun Preacher ,English,30000000.0,6.8
Bille August,118.0,Biography|Drama|History,The Color of Freedom ,English,30000000.0,7.1
Olivier Dahan,103.0,Biography|Drama|Romance,Grace of Monaco ,English,30000000.0,5.7
Maksim Fadeev,85.0,Adventure|Animation|Fantasy,A Warrior's Tail ,Russian,30000000.0,4.1
Liliana Cavani,110.0,Crime|Drama|Mystery|Thriller,Ripley's Game ,English,30000000.0,6.7
Greg Tiernan,89.0,Adventure|Animation|Comedy|Fantasy,Sausage Party ,English,19000000.0,7.5
Elizabeth Banks,115.0,Comedy|Music,Pitch Perfect 2 ,English,29000000.0,6.5
James Mangold,153.0,Biography|Drama|Music|Romance,Walk the Line ,English,28000000.0,7.9
Edward Norton,128.0,Comedy|Drama|Romance,Keeping the Faith ,English,30000000.0,6.4
Peter Hewitt,89.0,Adventure|Comedy|Family|Fantasy,The Borrowers ,English,29000000.0,5.8
Ron Howard,122.0,Drama,Frost/Nixon ,English,35000000.0,7.7
George Clooney,113.0,Biography|Comedy|Crime|Drama|Romance|Thriller,Confessions of a Dangerous Mind ,English,29000000.0,7.1
Reginald Hudlin,99.0,Comedy|Romance,Serving Sara ,English,29000000.0,5.3
Ben Falcone,99.0,Comedy,The Boss ,English,29000000.0,5.3
Richard Attenborough,147.0,Biography|Drama|History,Cry Freedom ,English,29000000.0,7.5
Lawrence Kasdan,112.0,Comedy|Drama,Mumford ,English,28000000.0,6.9
Don Mancini,88.0,Comedy|Fantasy|Horror|Thriller,Seed of Chucky ,English,12000000.0,4.9
